Formula,ANZA-BTM,BLAN-BTM,CFS2-BTM,CLBJ-BTM,DELA-BTM,MOAB-BTM,ONAQ-BTM,PPRH-BTM,SOAP-BTM,TEAK-BTM
C59H50O7N2,0,0,0,0,0,0,0,0,0,0
C59H50O7S1N2,0,0,0,0,0,0,0,0,0,0
C59H50O7S2N2,0,0,0,0,0,0,0,0,0,0
C59H50O9N2,0,0,0,0,0,0,0,0,0,0
C59H52O12N2,0,0,0,0,0,0,0,0,0,0
C59H52O2S2N2,0,0,0,0,0,0,0,0,0,0
C59H52O4S2N2,0,0,0,0,0,0,0,0,0,0
C59H52O6S2N2,0,0,0,0,0,0,0,0,0,0
C59H52O7N2,0,0,0,0,0,0,0,0,0,0
C59H52O7S2N2,0,0,0,0,0,0,0,0,0,0
C59H52O9N2,0,0,0,0,0,0,0,0,0,0
C59H54O1S2N2,0,0,0,0,0,0,0,0,0,0
C59H54O2S2N2,0,0,0,0,0,0,0,0,0,0
C59H54O4S2N2,0,0,0,0,0,0,0,0,0,0
C59H54O6S2N2,0,0,0,0,0,0,0,0,0,0
C59H54O7N2,0,0,0,0,0,0,0,0,0,0
C59H54O9N2,0,0,0,0,0,0,0,0,0,0
C59H56O1S1N1P1,0,0,0,0,0,0,0,0,1,0
C59H56O1S2N2,0,0,0,0,0,0,0,0,0,0
C59H56O3S2N2,0,0,0,0,0,0,0,0,0,0
C59H56O4S2N2,0,0,0,0,0,0,0,0,0,0
C59H58O1S2N2,0,0,0,0,0,0,0,0,0,0
C59H58O11S1,0,0,0,0,0,0,0,0,0,0
C59H58O2S2N2,0,0,0,0,0,0,0,0,0,0
C59H58O4N2,0,0,0,0,0,0,0,0,0,0
C59H60O2S2N2,0,0,0,0,0,0,0,0,0,0
C59H70O4S1N3P1,0,0,0,0,0,0,0,0,0,0
C6H10O6S1,0,0,0,1,0,0,0,0,0,0
C6H10O7S1,0,0,0,1,0,0,0,0,0,0
C6H11O3S2N2P1,0,0,0,0,0,0,0,0,0,0
C6H12O6S1,0,0,0,0,0,0,0,0,0,0
C6H12O7S1,0,0,0,0,0,0,0,0,0,0
C6H13O1S2N2P1,0,0,0,0,0,0,0,0,0,0
C6H13O2S2N2P1,0,0,0,0,0,0,0,0,0,0
C6H13O3S2N2P1,0,0,0,0,0,0,0,0,0,0
C6H13O4S2N2P1,0,0,0,0,0,0,0,0,0,0
C6H13O7P1,0,0,0,0,0,0,0,0,0,0
C6H15O1S2N2P1,0,0,0,0,0,0,0,0,0,0
C6H15O2S2N2P1,0,0,0,0,0,0,0,0,0,0
C6H15O3S2N2P1,0,0,0,0,0,0,0,0,0,0
C6H17O1S2N2P1,0,0,0,0,0,0,0,0,0,0
C6H17O2S2N2P1,0,0,0,0,0,0,0,0,0,0
C6H17O5S2N2P1,0,0,0,0,0,0,0,0,0,0
C6H17O6S2N2P1,0,0,0,0,0,0,0,0,0,0
C6H5O6S1N1,0,0,0,0,0,0,0,0,0,0
C60H114O5S1N1P1,0,0,0,0,0,0,0,0,0,0
C60H22O2S1,0,0,0,0,0,0,0,0,0,0
C60H22O4S1,0,0,0,0,0,0,0,0,0,0
C60H22O5S1,0,0,0,0,0,0,0,0,0,0
C60H22O6S1,0,0,0,0,0,0,0,0,0,0
C60H22O7S1,0,0,0,0,0,0,0,0,0,0
C60H23O3S1N1,0,0,0,0,0,0,0,0,0,0
C60H23O5S1N1,0,0,0,0,0,0,0,0,0,0
C60H24O4S1,0,0,0,0,0,0,0,0,0,0
C60H24O6S1,0,0,0,0,0,0,0,0,0,0
C60H24O7S1,0,0,0,0,0,0,0,0,0,0
C60H24O9S1,0,0,0,0,0,0,0,0,0,0
C60H25O2N2P1,0,0,0,0,0,0,0,0,0,0
C60H25O3N2P1,0,0,0,0,0,0,0,0,0,0
C60H25O3S1N1,0,0,0,0,0,0,0,0,0,0
C60H25O4N2P1,0,0,0,0,0,0,0,0,0,0
C60H25O5N2P1,0,0,0,0,0,0,0,0,0,0
C60H26O2S2N3P1,0,0,0,1,0,0,0,0,0,0
C60H26O3S1,0,0,0,0,0,0,0,0,0,0
C60H26O7S1,0,0,0,0,0,0,0,0,0,0
C60H26O8S1,0,0,0,0,0,0,0,0,0,0
C60H27O1N3,0,0,0,0,0,0,0,0,0,0
C60H27O2N2P1,0,0,0,0,0,0,0,0,0,0
C60H27O3N2P1,0,0,0,0,0,0,0,0,0,0
C60H27O4N2P1,0,0,0,0,0,0,0,0,0,0
C60H28O1S1,0,0,0,0,0,0,0,0,0,0
C60H28O3S1,0,0,0,0,0,0,0,0,0,0
C60H29O1N2P1,0,0,0,0,0,0,0,0,0,0
C60H29O1N3,0,0,0,0,0,0,0,0,0,0
C60H29O2N2P1,0,0,0,0,0,0,0,0,0,0
C60H29O3N2P1,0,0,0,0,0,0,0,0,0,0
C60H31O1N2P1,0,0,0,0,0,0,0,0,0,0
C60H31O2N2P1,0,0,0,0,0,0,0,0,0,0
C60H32O2S1,0,0,0,0,0,0,0,0,0,0
C60H32O5S1,0,0,0,0,0,0,0,0,0,0
C60H33O1N2P1,0,0,0,0,0,0,0,0,0,0
C60H33O2N3,0,0,0,0,0,0,0,0,0,0
C60H34O2,0,0,0,0,0,0,0,0,0,0
C60H34O3,0,0,0,0,0,0,0,0,0,0
C60H34O3S1,0,0,0,0,0,0,0,0,0,0
C60H34O3S1N3P1,0,0,0,0,0,0,0,0,0,0
C60H34O4S1,0,0,0,0,0,0,0,0,0,0
C60H34O5S1,0,0,0,0,0,0,0,0,0,0
C60H34O6S1,0,0,0,0,0,0,0,0,0,0
C60H36O3S1,0,0,0,0,0,0,0,0,0,0
C60H36O4S1,0,0,0,0,0,0,0,0,0,0
C60H36O5S1,0,0,0,0,0,0,0,0,0,0
C60H36O5S1N1P1,0,0,0,0,0,0,0,0,0,0
C60H37O1N1,0,0,0,0,0,0,0,0,0,0
C60H37O10S1P1,0,0,0,0,0,0,0,0,0,0
C60H38O1S1,0,0,0,0,0,0,0,0,0,0
C60H38O2S2N3P1,0,0,0,0,0,0,0,0,0,0
C60H38O3S1,0,0,0,0,0,0,0,0,0,0
C60H38O4S1,0,0,0,0,0,0,0,0,0,0
C60H39O12N1,0,0,0,0,0,0,0,0,0,0
C60H40O3S1,0,0,0,0,0,0,0,0,0,0
C60H41O3S1N2P1,0,0,0,0,0,0,0,0,0,1
C60H41O4S2N1,0,0,0,0,0,0,0,0,0,0
C60H41O6S2N3,0,0,0,0,0,0,0,0,0,0
C60H41O9S2N1,0,0,0,0,0,0,0,0,0,0
C60H42O2S1,0,0,0,0,0,0,0,0,0,0
C60H43O1S1P1,0,0,0,0,0,0,1,0,0,0
C60H43O8S1N1,0,0,0,0,0,0,0,0,0,0
C60H45O3N3,0,0,0,0,0,0,0,0,0,0
C60H46O1S1,0,0,0,0,0,0,0,0,0,0
C60H48O11N2,0,0,0,0,0,0,0,0,0,0
C60H48O5S2N2,0,0,0,0,0,0,0,0,0,0
C60H48O7S2N2,0,0,0,0,0,0,0,0,0,0
C60H48O8N2,0,0,0,0,0,0,0,0,0,0
C60H50O11N2,0,0,0,0,0,0,0,0,0,0
C60H50O5S2N2,0,0,0,0,0,0,0,0,0,0
C60H50O8N2,0,0,0,0,0,0,0,0,0,0
C60H52O11N2,0,0,0,0,0,0,0,0,0,0
C60H52O3S2N2,0,0,0,0,0,0,0,0,0,0
C60H52O5N2,0,0,0,0,0,0,0,0,0,0
C60H52O5S2N2,0,0,0,0,0,0,0,0,0,0
C60H52O6S2N2,0,0,0,0,0,0,0,0,0,0
C60H52O8N2,0,0,0,0,0,0,0,0,0,0
C60H54O11N2,0,0,0,0,0,0,0,0,0,0
C60H54O5S2N2,0,0,0,0,0,0,0,0,0,0
C60H54O6S2N2,0,0,0,0,0,0,0,0,0,0
C60H58O1S2N2,0,0,0,0,0,0,0,0,0,0
C60H58O2S2N2,0,0,0,0,0,0,0,0,0,0
C61H101O5N1,0,0,0,0,0,0,0,0,0,1
C61H120O3,0,0,0,0,0,0,0,0,0,0
C61H24O3S1,0,0,0,0,0,0,0,0,0,0
C61H24O4S1,0,0,0,0,0,0,0,0,0,0
C61H24O5S1,0,0,0,0,0,0,0,0,0,0
C61H24O6S1,0,0,0,0,0,0,0,0,0,0
C61H25O10S2N1,0,0,0,0,0,0,0,0,0,0
C61H26O1S1,0,0,0,0,0,0,0,0,0,0
C61H26O3S1,0,0,0,0,0,0,0,0,0,0
C61H26O4N1P1,0,0,0,0,0,0,0,0,0,0
C61H26O4S1,0,0,0,0,0,0,0,0,0,0
C61H26O5S1,0,0,0,0,0,0,0,0,0,0
C61H26O6S1,0,0,0,0,0,0,0,0,0,0
C61H26O8S1,0,0,0,0,0,0,0,0,0,0
C61H26O8S1N1P1,0,0,0,0,0,0,0,0,0,0
C61H27O1N3,0,0,0,0,0,0,0,0,0,0
C61H27O2N2P1,0,0,0,0,0,0,0,0,0,0
C61H27O3N2P1,0,0,0,0,0,0,0,0,0,0
C61H27O3S1N1,0,0,0,0,0,0,0,0,0,0
C61H27O4N2P1,0,0,0,0,0,0,0,0,0,0
C61H27O4S1N1,0,0,0,0,0,0,0,0,0,0
C61H28O3S1,0,0,0,0,0,0,0,0,0,0
C61H28O5S1,0,0,0,0,0,0,0,0,0,0
C61H28O6S1,0,0,0,0,0,0,0,0,0,0
C61H28O8S1,0,0,0,0,0,0,0,0,0,0
C61H29O1N2P1,0,0,0,0,0,0,0,0,0,0
C61H29O10N3,0,0,0,0,0,0,0,0,0,0
C61H29O2N2P1,0,0,0,0,0,0,0,0,0,0
C61H29O3N2P1,0,0,0,0,0,0,0,0,0,0
C61H30O2S1,0,0,0,0,0,0,0,0,0,0
C61H30O3S1N1P1,0,0,0,0,0,0,0,0,0,0
C61H30O6S1,0,0,0,0,0,0,0,0,0,0
C61H30O7S1,0,0,0,0,0,0,0,0,0,0
C61H30O8S1N1P1,0,0,0,0,0,0,0,0,0,0
C61H31O1N2P1,0,0,0,0,0,0,0,0,0,0
C61H31O2N2P1,0,0,0,0,0,0,0,0,0,0
C61H31O3N2P1,0,0,0,0,0,0,0,0,0,0
C61H32O2S1,0,0,0,0,0,0,0,0,0,0
C61H32O6S1,0,0,0,0,0,0,0,0,0,0
C61H32O7S1,0,0,0,0,0,0,0,0,0,0
C61H33O1N2P1,0,0,0,0,0,0,0,0,0,0
C61H33O1S1N1,0,0,0,0,0,0,0,0,0,0
C61H33O2N2P1,0,0,0,0,0,0,0,0,0,0
C61H34O1S1,0,0,0,0,0,0,0,0,0,0
C61H34O5,0,0,0,0,0,0,0,0,0,1
C61H34O8S1N1P1,0,0,0,0,0,0,0,0,0,0
C61H34O9N1P1,0,0,0,0,0,0,0,0,0,0
C61H35O1N3,0,0,0,0,0,0,0,0,0,0
C61H36O1,0,0,0,0,0,0,0,0,0,0
C61H36O1S1,0,0,0,0,0,0,0,0,0,0
C61H36O2,0,0,0,0,0,0,0,0,0,0
C61H36O6,0,0,0,0,0,0,0,0,0,0
C61H36O7S1,0,0,0,0,0,0,0,0,0,0
C61H37O2N1,0,0,0,0,0,0,0,0,0,0
C61H38O3S1,0,0,0,0,0,0,0,0,0,0
C61H38O4S1,0,0,0,0,0,0,0,0,0,0
C61H38O5,0,0,0,0,0,0,1,0,0,0
C61H40O3S1,0,0,0,0,0,0,0,0,0,0
C61H40O4S1,0,0,0,0,0,0,0,0,0,0
C61H40O5S1,0,0,0,0,0,0,0,0,0,0
C61H41O11S1N1,0,0,0,0,0,0,0,0,0,0
C61H42O2S1,0,0,0,0,0,0,0,0,0,0
C61H42O3S1,0,0,0,0,0,0,0,0,0,0
C61H42O7S1N1P1,1,0,0,0,0,0,0,0,0,0
C61H44O2S1,0,0,0,0,0,0,0,0,0,0
C61H46O1S1,0,0,0,0,0,0,0,0,0,0
C61H46O4N1P1,0,0,0,0,0,0,0,0,0,0
C61H48O1S2N2,0,0,0,0,0,0,0,0,0,0
C61H52O6S2N2,0,0,0,0,0,0,0,0,0,0
C61H54O10N2,0,0,0,0,0,0,0,0,0,0
C61H54O3S1N2,0,0,0,0,0,0,0,0,0,0
C61H54O4S2N2,0,0,0,0,0,0,0,0,0,0
C61H55O8N2P1,0,0,0,0,0,0,0,0,0,0
C61H56O10N2,0,0,0,0,0,0,0,0,0,0
C61H56O3S1N2,0,0,0,1,0,0,0,0,0,0
C61H56O4S2N2,0,0,0,0,0,0,0,0,0,0
C61H56O7N2,0,0,0,0,0,0,0,0,0,0
C61H56O8N1P1,0,0,0,1,0,0,0,0,0,0
C61H58O4S2N2,0,0,0,0,0,0,0,0,0,0
C61H58O5N2,0,0,0,0,0,0,0,0,0,0
C61H58O5S2N2,0,0,0,0,0,0,0,0,0,0
C61H85O9N1,0,0,0,0,0,0,0,0,0,0
C62H126O2N2,0,0,0,0,0,0,0,0,0,0
C62H26O3S1,0,0,0,0,0,0,0,0,0,0
C62H26O4S1,0,0,0,0,0,0,0,0,0,0
C62H26O7S1,0,0,0,0,0,0,0,0,0,0
C62H28O3S1,0,0,0,0,0,0,0,0,0,0
C62H28O4S1,0,0,0,0,0,0,0,0,0,0
C62H28O5S1,0,0,0,0,0,0,0,0,0,0
C62H28O7S1,0,0,0,0,0,0,0,0,0,0
C62H28O9S1,0,0,0,0,0,0,0,0,0,0
C62H29O2N2P1,0,0,0,0,0,0,0,0,0,0
C62H30O10S1,0,0,0,0,0,0,0,0,0,0
C62H30O2S1,0,0,0,0,0,0,0,0,0,0
C62H30O3S1,0,0,0,0,0,0,0,0,0,0
C62H30O4S1,0,0,0,0,0,0,0,0,0,0
C62H30O5S1,0,0,0,0,0,0,0,0,0,0
C62H30O7S1,0,0,0,0,0,0,0,0,0,0
C62H30O9S1,0,0,0,0,0,0,0,0,0,0
C62H31O1N2P1,0,0,0,0,0,0,0,0,0,0
C62H31O2N2P1,0,0,0,0,0,0,0,0,0,0
C62H31O2N3,0,0,0,0,0,0,0,0,0,0
C62H31O3N2P1,0,0,0,0,0,0,0,0,0,0
C62H32O2S1,0,0,0,0,0,0,0,0,0,0
C62H32O4S1,0,0,0,0,0,0,0,0,0,0
C62H32O5S1,0,0,0,0,0,0,0,0,0,0
C62H33O1N2P1,0,0,0,0,0,0,0,0,0,0
C62H33O2N2P1,0,0,0,0,0,0,0,0,0,0
C62H33O3N3,0,0,0,0,0,0,0,0,0,0
C62H34O1S1,0,0,0,0,0,0,0,0,0,0
C62H34O5S1,0,0,0,0,0,0,0,0,0,0
C62H34O5S2N3P1,0,0,0,0,0,0,0,0,0,0
C62H35O1N2P1,0,0,0,0,0,0,0,0,0,0
C62H35O1N3,0,0,0,0,0,0,0,0,0,0
C62H35O2N2P1,0,0,0,0,0,0,0,0,0,0
C62H35O5N3,0,0,0,0,0,0,0,0,0,0
C62H36O1S1,0,0,0,0,0,0,0,0,0,0
C62H36O5S1,0,0,0,0,0,0,0,0,0,0
C62H37O1N2P1,0,0,0,0,0,0,0,0,0,0
C62H37O1N3,0,0,0,0,0,0,0,0,0,0
C62H38O1S1N3P1,0,0,0,0,0,0,0,0,0,0
C62H38O3,0,0,0,0,0,0,0,0,0,0
C62H38O4,0,0,0,0,0,0,0,0,0,0
C62H40O5N3P1,0,0,0,0,0,0,0,0,0,0
C62H42O2S1,0,0,0,0,0,0,0,0,0,0
C62H42O3S1,0,0,0,0,0,0,0,0,0,0
C62H44O2S1,0,0,0,0,0,0,0,0,0,0
C62H44O3S1,0,0,0,0,0,0,0,0,0,0
C62H44O4S1,0,0,0,0,0,0,0,0,0,0
C62H46O1S1,0,0,0,0,0,0,0,0,0,0
C62H46O2S1,0,0,0,0,0,0,0,0,0,0
C62H46O3S1,0,0,0,0,0,0,0,0,0,0
C62H56O5S2N2,0,0,0,0,0,0,0,0,0,0
C62H58O5S2N2,0,0,0,0,0,0,0,0,0,0
C62H59O3S2N2P1,0,0,0,0,0,0,0,0,0,0
C62H60O3S2N1P1,0,0,0,0,0,0,0,0,0,0
C62H96O1,0,0,0,0,0,0,0,0,0,1
C63H28O6S1,0,0,0,0,0,0,0,0,0,0
C63H29O6S1N1,0,0,0,0,0,0,0,0,0,0
C63H30O1S1N1P1,0,0,0,0,0,0,0,0,0,0
C63H30O2S1,0,0,0,0,0,0,0,0,0,0
C63H30O2S1N1P1,0,0,0,0,0,0,0,0,0,0
C63H30O3S1,0,0,0,0,0,0,0,0,0,0
C63H30O5S2N1P1,0,0,0,0,0,0,0,0,0,0
C63H30O6S1,0,0,0,0,0,0,0,0,0,0
C63H30O8S1,0,0,0,0,0,0,0,0,0,0
C63H32O1S1,0,0,0,0,0,0,0,0,0,0
C63H32O2S1,0,0,0,0,0,0,0,0,0,0
C63H32O3S1,0,0,0,0,0,0,0,0,0,0
C63H32O4S1,0,0,0,0,0,0,0,0,0,0
C63H32O6S1,0,0,0,0,0,0,0,0,0,0
C63H33O1N2P1,0,0,0,0,0,0,0,0,0,0
C63H33O3N3,0,0,0,0,0,0,0,0,0,0
C63H33O4N2P1,0,0,0,0,0,0,0,0,0,0
C63H33O6S1N1,0,0,0,0,0,0,0,0,0,0
C63H34O1S1,0,0,0,0,0,0,0,0,0,0
C63H34O1S1N1P1,0,0,0,0,0,0,0,0,0,0
C63H34O2S1,0,0,0,0,0,0,0,0,0,0
C63H34O3S1,0,0,0,0,0,0,0,0,0,0
C63H34O4S1,0,0,0,0,0,0,0,0,0,0
C63H34O6S1,0,0,0,0,0,0,0,0,0,0
C63H35O1N2P1,0,0,0,0,0,0,0,0,0,0
C63H35O1N3,0,0,0,0,0,0,0,0,0,0
C63H35O2N2P1,0,0,0,0,0,0,0,0,0,0
C63H35O2N3,0,0,0,0,0,0,0,0,0,0
C63H36O1S1,0,0,0,0,0,0,0,0,0,0
C63H36O3S1,0,0,0,0,0,0,0,0,0,0
C63H36O4S1,0,0,0,0,0,0,0,0,0,0
C63H36O6S1,0,0,0,0,0,0,0,0,0,0
C63H37O1N2P1,0,0,0,0,0,0,0,0,0,0
C63H37O2N2P1,0,0,0,0,0,0,0,0,0,0
C63H37O2N3,0,0,0,0,0,0,0,0,0,0
C63H37O6S1N3,0,0,0,0,0,0,0,0,0,0
C63H38O2S1,0,0,0,0,0,0,0,0,0,1
C63H38O4S1,0,0,0,0,0,0,0,0,0,0
C63H38O5S1,0,0,0,0,0,0,0,0,0,0
C63H38O6S1N1P1,0,0,0,0,0,0,0,0,0,0
C63H38O7,0,0,0,0,0,0,0,0,0,0
C63H38O7N1P1,0,0,0,0,0,0,0,0,0,0
C63H39O1N2P1,0,0,0,0,0,0,0,0,0,0
C63H39O1N3,0,0,0,0,0,0,0,0,0,0
C63H40O4S1,0,0,0,0,0,0,0,0,0,0
C63H40O6,0,0,0,0,0,0,0,0,0,0
C63H41O1N3,0,0,0,0,0,0,0,0,0,0
C63H42O6S1N2,0,0,0,0,0,0,0,0,0,0
C63H44O2S1,0,0,0,0,0,0,0,0,0,0
C63H45O6S1N3,0,0,0,0,0,1,0,0,1,0
C63H46O2S1,0,0,0,0,0,0,0,0,0,0
C63H46O3,0,0,0,0,0,0,0,0,0,0
C63H46O8N1P1,0,0,0,0,0,0,0,0,1,0
C63H48O1S1,0,0,0,0,0,0,0,0,0,0
C63H48O2S1,0,0,0,0,0,0,0,0,0,0
C63H48O4,0,0,0,0,0,0,0,0,0,0
C63H49O3N1,0,0,0,0,0,0,0,0,0,0
C63H50O2S2N3P1,0,0,0,0,0,0,0,0,0,0
C63H87O3S1P1,0,0,0,0,0,0,0,0,0,0
C64H30O5S1,0,0,0,0,0,0,0,0,0,0
C64H32O2S1,0,0,0,0,0,0,0,0,0,0
C64H32O5S1,0,0,0,0,0,0,0,0,0,0
C64H33O2N2P1,0,0,0,0,0,0,0,0,0,0
C64H33O3N2P1,0,0,0,0,0,0,0,0,0,0
C64H33O3S2N3,0,0,0,0,0,0,0,0,0,0
C64H33O4N3,0,0,0,0,0,0,0,0,0,0
C64H34O2S1,0,0,0,0,0,0,0,0,0,0
C64H34O3S1,0,0,0,0,0,0,0,0,0,0
C64H34O5S1,0,0,0,0,0,0,0,0,0,0
C64H34O8S1,0,0,0,0,0,0,0,0,0,0
C64H35O2N2P1,0,0,0,0,0,0,0,0,0,0
C64H35O3N2P1,0,0,0,0,0,0,0,0,0,0
C64H36O2S1,0,0,0,0,0,0,0,0,0,0
C64H36O3S1,0,0,0,0,0,0,0,0,0,0
C64H36O5S1,0,0,0,0,0,0,0,0,0,0
C64H37O3S2N3,0,0,0,0,0,0,0,0,0,0
C64H38O1S1,0,1,0,0,0,0,0,0,0,1
C64H38O2S1,0,0,0,0,0,0,0,0,0,0
C64H38O2S2N1P1,0,0,0,0,0,0,0,0,0,0
C64H38O3S1,0,0,0,0,0,0,0,0,0,0
C64H38O4N1P1,0,0,0,0,0,0,0,0,0,0
C64H39O1N2P1,0,0,0,0,0,0,0,0,0,0
C64H39O1N3,0,0,0,0,0,0,0,0,0,0
C64H40O2S1,0,0,0,0,0,0,0,0,0,0
C64H40O3S1,0,0,0,0,0,0,0,0,0,0
C64H40O8,0,0,0,1,0,0,0,0,0,0
C64H41O1N2P1,0,0,0,0,0,0,0,0,0,0
C64H41O1N3,0,0,0,0,0,0,0,0,0,0
C64H41O2N3,0,0,0,0,0,0,0,0,0,0
C64H42O3S1,0,0,0,0,0,0,0,0,0,0
C64H43O2S2N2P1,0,0,0,0,0,0,0,0,0,0
C64H44O3S1,0,0,0,0,0,0,0,0,0,0
C64H44O4S1,0,0,0,0,0,0,0,0,0,0
C64H44O4S1N2,0,0,0,0,0,0,0,0,0,0
C64H46O4S1,0,0,0,0,0,0,0,0,0,0
C64H48O5S1N1P1,0,0,0,0,0,0,0,0,0,0
C64H50O1S1,0,0,0,0,0,0,0,0,0,0
C64H54O3S1N2,0,0,0,0,0,0,0,0,0,0
C65H100O3,0,0,0,0,0,0,0,0,0,0
C65H32O7S1,0,0,0,0,0,0,0,0,0,0
C65H33O3S2N1,0,0,0,0,0,0,0,0,0,0
C65H33O4S1N1,0,0,0,0,0,0,0,0,0,0
C65H35O1N2P1,0,0,0,0,0,0,0,0,0,0
C65H35O1N3,0,0,0,0,0,0,0,0,0,0
C65H35O2N2P1,0,0,0,0,0,0,0,0,0,0
C65H35O3N2P1,0,0,0,0,0,0,0,0,0,0
C65H37O1N2P1,0,0,0,0,0,0,0,0,0,0
C65H37O1N3,0,0,0,0,0,0,0,0,0,0
C65H37O2N2P1,0,0,0,0,0,0,0,0,0,0
C65H37O2N3,0,0,0,0,0,0,0,0,0,0
C65H37O4N2P1,0,0,0,0,0,0,0,0,0,0
C65H37O4S1N1,0,0,0,0,0,0,0,0,0,0
C65H38O1S1,0,0,0,0,0,0,0,0,0,0
C65H38O4S1,0,0,0,0,0,0,0,0,0,0
C65H39O1N2P1,0,0,0,0,0,0,0,0,0,0
C65H39O2N2P1,0,0,0,0,0,0,0,0,0,0
C65H39O3N3,0,0,0,0,0,0,0,0,0,0
C65H40O1S1,0,0,0,0,0,0,0,0,0,0
C65H40O4S1,0,0,0,0,0,0,0,0,0,0
C65H40O8,0,0,0,0,0,0,0,0,0,0
C65H41O1N3,0,0,0,0,0,0,0,0,0,0
C65H42O1S1,0,0,0,0,0,0,0,0,0,0
C65H42O2S1,0,0,0,0,0,0,0,0,0,0
C65H42O4S1,0,0,0,0,0,0,0,0,0,0
C65H42O6S1,0,0,0,0,0,0,0,0,0,0
C65H44O1S1,0,0,0,0,0,0,0,0,0,0
C65H44O2S1,0,0,0,0,0,0,0,0,0,0
C65H44O4S1,0,0,0,0,0,0,0,0,0,0
C65H44O5,0,0,0,0,0,0,0,0,0,0
C65H46O2S1,0,0,0,0,0,0,0,0,0,0
C65H48O2S1,0,0,0,0,0,0,0,0,0,0
C65H48O3S1,0,0,0,0,0,0,0,0,0,0
C65H48O4S1N1P1,0,0,0,0,0,0,1,0,0,0
C65H50O3S1,0,0,0,0,0,0,0,0,0,0
C65H81O5N1,0,0,0,0,0,0,0,0,0,0
C65H90O1N2,0,0,0,0,0,0,0,0,0,0
C66H34O2,0,0,0,0,0,0,0,0,0,0
C66H36O6S1,0,0,0,0,0,0,0,0,0,0
C66H37O2N2P1,0,0,0,0,0,0,0,0,0,0
C66H38O3S1,0,0,0,0,0,0,0,0,0,0
C66H38O6S1,0,0,0,0,0,0,0,0,0,0
C66H39O1N2P1,0,0,0,0,0,0,0,0,0,0
C66H39O2N2P1,0,0,0,0,0,0,0,0,0,0
C66H39O3N2P1,0,0,0,0,0,0,0,0,0,0
C66H40O3S1,0,0,0,0,0,0,0,0,0,0
C66H40O5S1,0,0,0,0,0,0,0,0,0,0
C66H41O1N2P1,0,0,0,0,0,0,0,0,0,0
C66H41O1S2N3,0,0,0,0,0,0,0,0,0,0
C66H41O2N3,0,0,0,0,0,0,0,0,0,0
C66H42O3S1,0,0,0,0,0,0,0,0,0,0
C66H42O5S1,0,0,0,0,0,0,0,0,0,0
C66H43O1N2P1,0,0,0,0,0,0,0,0,0,0
C66H44O3S1,0,0,0,0,0,0,0,0,0,0
C66H44O3S2,0,0,0,0,0,0,0,0,0,0
C66H44O5S1,0,0,0,0,0,0,0,0,0,0
C66H46O1S1,0,0,0,0,0,0,0,0,0,0
C66H46O3S1,0,0,0,0,0,0,0,0,0,0
C66H46O5S1,0,0,0,0,0,0,0,0,0,0
C66H46O6,0,0,0,0,0,0,0,0,0,0
C66H48O1S1,0,0,0,0,0,0,0,0,0,0
C66H50O1S1,0,0,0,0,0,0,0,0,0,0
C66H51O4N1,0,0,0,0,0,0,0,0,0,0
C66H52O2S1,0,0,0,0,0,0,0,0,0,0
C66H53O5N1,0,0,0,1,0,0,0,0,0,0
C67H36O6S1,0,0,0,0,0,0,0,0,0,0
C67H39O1N2P1,0,0,0,0,0,0,0,0,0,0
C67H39O3N2P1,0,0,0,0,0,0,0,0,0,0
C67H41O1N2P1,0,0,0,0,0,0,0,0,0,0
C67H41O3N2P1,0,0,0,0,0,0,0,0,0,0
C67H41O4S1N1,0,0,0,0,0,0,0,0,0,0
C67H44O2S1,0,0,0,0,0,0,0,0,0,0
C67H44O4S1,0,0,0,0,0,0,0,0,0,0
C67H45O1S2N3,0,0,0,0,0,0,1,0,0,0
C67H45O8N1,0,0,0,0,0,0,0,0,0,0
C67H46O2S1,0,0,0,0,0,0,0,0,0,0
C67H46O4S1,0,0,0,0,0,0,0,0,0,0
C67H46O5S1,0,0,0,0,0,0,0,0,0,0
C67H48O2S1,0,0,0,0,0,0,0,0,0,0
C67H48O2S2,0,0,0,0,0,0,0,0,0,0
C67H48O4S1,0,0,0,0,0,0,0,0,0,0
C67H50O2S1,0,0,0,0,0,0,0,0,0,0
C67H50O4S1,0,0,0,0,0,0,0,0,0,0
C67H52O2S1,0,0,0,0,0,0,0,0,0,0
C68H40O2S1N1P1,0,0,0,0,0,0,0,0,0,0
C68H41O2N2P1,0,0,0,0,0,0,0,0,0,0
C68H43O2N2P1,0,0,0,0,0,0,0,0,0,0
C68H46O1S1,0,0,0,0,0,0,0,0,0,0
C68H46O3S1,0,0,0,0,0,0,0,0,0,0
C68H46O4S1,0,0,0,0,0,0,0,0,0,0
C68H48O3S1,0,0,0,0,0,0,0,0,0,0
C68H48O4S1,0,0,0,0,0,0,0,0,0,0
C68H50O1,0,0,0,1,0,0,0,0,0,0
C68H50O1S1,0,0,0,0,0,0,0,0,0,0
C68H50O3S1,0,0,0,0,0,0,0,0,0,0
C68H50O4S1,0,0,0,0,0,0,0,0,0,0
C68H52O3S1,0,0,0,0,0,0,0,0,0,0
C68H54O1S1,0,0,0,0,0,0,0,0,0,0
C69H43O1N2P1,0,0,0,0,0,0,0,0,0,0
C69H43O2N2P1,0,0,0,0,0,0,0,0,0,0
C69H45O1N2P1,0,0,0,0,0,0,0,0,0,0
