cell_id	sample_id	stage	sequencing_batch	theiler_stage	evaluation_split
cell_01175	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01176	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01177	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01178	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01179	sample_3948eec7d16d	mixed_gastrulation	batch_296560d7244c	TS9-10	training
cell_01180	sample_cc9bb8104ef5				holdout
cell_01181	sample_cc9bb8104ef5				holdout
cell_01182	sample_cc9bb8104ef5				holdout
cell_01183	sample_cc9bb8104ef5				holdout
cell_01184	sample_cc9bb8104ef5				holdout
cell_01185	sample_cc9bb8104ef5				holdout
cell_01186	sample_cc9bb8104ef5				holdout
cell_01187	sample_cc9bb8104ef5				holdout
cell_01188	sample_cc9bb8104ef5				holdout
cell_01189	sample_cc9bb8104ef5				holdout
cell_01190	sample_cc9bb8104ef5				holdout
cell_01191	sample_cc9bb8104ef5				holdout
cell_01192	sample_cc9bb8104ef5				holdout
cell_01193	sample_cc9bb8104ef5				holdout
cell_01194	sample_cc9bb8104ef5				holdout
cell_01195	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01196	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01197	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01198	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01199	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01200	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01201	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01202	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01203	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01204	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01205	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01206	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01207	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01208	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01209	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01210	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01211	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01212	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01213	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01214	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01215	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01216	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01217	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01218	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01219	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01220	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01221	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01222	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01223	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01224	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01225	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01226	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01227	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01228	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01229	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01230	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01231	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01232	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01233	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01234	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01235	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01236	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01237	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01238	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01239	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01240	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01241	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01242	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01243	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01244	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01245	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01246	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01247	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01248	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01249	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01250	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01251	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01252	sample_20514ce46d92	E8.25	batch_296560d7244c	TS12	training
cell_01253	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01254	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01255	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01256	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01257	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01258	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01259	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01260	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01261	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01262	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01263	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01264	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01265	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01266	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01267	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01268	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01269	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01270	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01271	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01272	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01273	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01274	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01275	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01276	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01277	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01278	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01279	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01280	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01281	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01282	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01283	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01284	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01285	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01286	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01287	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01288	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01289	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01290	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01291	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01292	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01293	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01294	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01295	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01296	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01297	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01298	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01299	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01300	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01301	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01302	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01303	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01304	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01305	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01306	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01307	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01308	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01309	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01310	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01311	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01312	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01313	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01314	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01315	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01316	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01317	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01318	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01319	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01320	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01321	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01322	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01323	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01324	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01325	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01326	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01327	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01328	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01329	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01330	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01331	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01332	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01333	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01334	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01335	sample_5fc46a8eb63a	E8.25	batch_296560d7244c	TS12	training
cell_01336	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01337	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01338	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01339	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01340	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01341	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01342	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01343	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01344	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01345	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01346	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01347	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01348	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01349	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01350	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01351	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01352	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01353	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01354	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01355	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01356	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01357	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01358	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01359	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01360	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01361	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01362	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01363	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01364	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01365	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01366	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01367	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01368	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01369	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01370	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01371	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01372	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01373	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01374	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01375	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01376	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01377	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01378	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01379	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01380	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01381	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01382	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01383	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01384	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01385	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01386	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01387	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01388	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01389	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01390	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01391	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01392	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01393	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01394	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01395	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01396	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01397	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01398	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01399	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01400	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01401	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01402	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01403	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01404	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01405	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01406	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01407	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01408	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01409	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01410	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01411	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01412	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01413	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01414	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01415	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01416	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01417	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01418	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01419	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01420	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01421	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01422	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01423	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01424	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01425	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01426	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01427	sample_b305e85728ca	E7.25	batch_296560d7244c	TS10	training
cell_01428	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01429	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01430	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01431	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01432	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01433	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01434	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01435	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01436	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01437	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01438	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01439	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01440	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01441	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01442	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01443	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01444	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01445	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01446	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01447	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01448	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01449	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01450	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01451	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01452	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01453	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01454	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01455	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01456	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01457	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01458	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01459	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01460	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01461	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01462	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01463	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01464	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01465	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01466	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01467	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01468	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01469	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01470	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01471	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01472	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01473	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01474	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01475	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01476	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01477	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01478	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01479	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01480	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01481	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01482	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01483	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01484	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01485	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01486	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01487	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01488	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01489	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01490	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01491	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01492	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01493	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01494	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01495	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01496	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01497	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01498	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01499	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01500	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01501	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01502	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01503	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01504	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01505	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01506	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01507	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01508	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01509	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01510	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01511	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01512	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01513	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01514	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01515	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01516	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01517	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01518	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01519	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01520	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01521	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01522	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01523	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01524	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01525	sample_ecae9d26876c	E7.25	batch_296560d7244c	TS10	training
cell_01526	sample_6192791781ab				holdout
cell_01527	sample_6192791781ab				holdout
cell_01528	sample_6192791781ab				holdout
cell_01529	sample_6192791781ab				holdout
cell_01530	sample_6192791781ab				holdout
cell_01531	sample_6192791781ab				holdout
cell_01532	sample_6192791781ab				holdout
cell_01533	sample_6192791781ab				holdout
cell_01534	sample_6192791781ab				holdout
cell_01535	sample_6192791781ab				holdout
cell_01536	sample_6192791781ab				holdout
cell_01537	sample_6192791781ab				holdout
cell_01538	sample_6192791781ab				holdout
cell_01539	sample_6192791781ab				holdout
cell_01540	sample_6192791781ab				holdout
cell_01541	sample_6192791781ab				holdout
cell_01542	sample_6192791781ab				holdout
cell_01543	sample_6192791781ab				holdout
cell_01544	sample_6192791781ab				holdout
cell_01545	sample_6192791781ab				holdout
cell_01546	sample_6192791781ab				holdout
cell_01547	sample_6192791781ab				holdout
