accession,assembly_accession,base_count,first_public,set_fasta_ftp
CAAGAA010000000,GCA_900767665,923312,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAA01.fasta.gz
CAAGAB010000000,GCA_900767685,2837028,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAB01.fasta.gz
CAAGAC010000000,GCA_900767695,2187524,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAC01.fasta.gz
CAAGAD010000000,GCA_900767715,1003444,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAD01.fasta.gz
CAAGAE010000000,GCA_900767705,2056522,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAE01.fasta.gz
CAAGAF010000000,GCA_900767725,1868694,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAF01.fasta.gz
CAAGAG010000000,GCA_900767745,2130458,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAG01.fasta.gz
CAAGAH010000000,GCA_900767795,1263854,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAH01.fasta.gz
CAAGAI010000000,GCA_900767755,1993474,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAI01.fasta.gz
CAAGAJ010000000,GCA_900767775,1722759,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAJ01.fasta.gz
CAAGAK010000000,GCA_900767785,2202533,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAK01.fasta.gz
CAAGAL010000000,GCA_900767845,1722020,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAL01.fasta.gz
CAAGAM010000000,GCA_900767815,2872474,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAM01.fasta.gz
CAAGAN010000000,GCA_900767825,1719030,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAN01.fasta.gz
CAAGAO010000000,GCA_900767835,1321435,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAO01.fasta.gz
CAAGAP010000000,GCA_900767805,1779882,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAP01.fasta.gz
CAAGAQ010000000,GCA_900767865,2067347,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAQ01.fasta.gz
CAAGAR010000000,GCA_900767855,1309654,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAR01.fasta.gz
CAAGAS010000000,GCA_900767895,2497115,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAS01.fasta.gz
CAAGAT010000000,GCA_900767875,1912929,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAT01.fasta.gz
CAAGAU010000000,GCA_900767885,1441209,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAU01.fasta.gz
CAAGAV010000000,GCA_900767905,1849640,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAV01.fasta.gz
CAAGAW010000000,GCA_900767465,1879684,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAW01.fasta.gz
CAAGAX010000000,GCA_900767915,1902160,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAX01.fasta.gz
CAAGAY010000000,GCA_900767945,2284987,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAY01.fasta.gz
CAAGAZ010000000,GCA_900767935,1362366,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGAZ01.fasta.gz
CAAGBA010000000,GCA_900767925,1487318,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBA01.fasta.gz
CAAGBB010000000,GCA_900767735,1364329,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBB01.fasta.gz
CAAGBC010000000,GCA_900767955,2580548,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBC01.fasta.gz
CAAGBD010000000,GCA_900767975,1604487,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBD01.fasta.gz
CAAGBE010000000,GCA_900768005,911428,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBE01.fasta.gz
CAAGBF010000000,GCA_900767995,1521528,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBF01.fasta.gz
CAAGBG010000000,GCA_900767985,1904394,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBG01.fasta.gz
CAAGBH010000000,GCA_900768035,1204509,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBH01.fasta.gz
CAAGBI010000000,GCA_900768015,1886287,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBI01.fasta.gz
CAAGBJ010000000,GCA_900768025,2121809,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBJ01.fasta.gz
CAAGBK010000000,GCA_900768055,1144413,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBK01.fasta.gz
CAAGBL010000000,GCA_900768045,2013664,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBL01.fasta.gz
CAAGBM010000000,GCA_900768065,1484547,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBM01.fasta.gz
CAAGBN010000000,GCA_900768075,2233925,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBN01.fasta.gz
CAAGBO010000000,GCA_900768085,1328498,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBO01.fasta.gz
CAAGBP010000000,GCA_900768095,942482,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBP01.fasta.gz
CAAGBQ010000000,GCA_900768105,1760622,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBQ01.fasta.gz
CAAGBR010000000,GCA_900768115,1866179,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBR01.fasta.gz
CAAGBS010000000,GCA_900768125,2602049,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBS01.fasta.gz
CAAGBT010000000,GCA_900768135,1935573,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBT01.fasta.gz
CAAGBU010000000,GCA_900768155,2455562,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBU01.fasta.gz
CAAGBV010000000,GCA_900768145,1461047,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBV01.fasta.gz
CAAGBW010000000,GCA_900768165,2590611,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBW01.fasta.gz
CAAGBX010000000,GCA_900768175,3588087,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBX01.fasta.gz
CAAGBY010000000,GCA_900768205,2365803,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBY01.fasta.gz
CAAGBZ010000000,GCA_900768215,2770084,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGBZ01.fasta.gz
CAAGCA010000000,GCA_900768225,975358,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCA01.fasta.gz
CAAGCB010000000,GCA_900768185,1921750,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCB01.fasta.gz
CAAGCC010000000,GCA_900768235,3404276,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCC01.fasta.gz
CAAGCD010000000,GCA_900768195,2159083,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCD01.fasta.gz
CAAGCE010000000,GCA_900768245,3467400,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCE01.fasta.gz
CAAGCF010000000,GCA_900768265,2179076,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCF01.fasta.gz
CAAGCG010000000,GCA_900768285,1576029,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCG01.fasta.gz
CAAGCH010000000,GCA_900768275,1719465,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCH01.fasta.gz
CAAGCI010000000,GCA_900768255,899688,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCI01.fasta.gz
CAAGCJ010000000,GCA_900768305,2268066,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCJ01.fasta.gz
CAAGCK010000000,GCA_900768295,2017612,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCK01.fasta.gz
CAAGCL010000000,GCA_900768325,2443186,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCL01.fasta.gz
CAAGCM010000000,GCA_900768315,2543507,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCM01.fasta.gz
CAAGCN010000000,GCA_900768335,1386686,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCN01.fasta.gz
CAAGCO010000000,GCA_900768345,1336159,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCO01.fasta.gz
CAAGCP010000000,GCA_900768365,1515125,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCP01.fasta.gz
CAAGCQ010000000,GCA_900768395,2094476,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCQ01.fasta.gz
CAAGCR010000000,GCA_900768425,1302571,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCR01.fasta.gz
CAAGCS010000000,GCA_900768415,3376440,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCS01.fasta.gz
CAAGCT010000000,GCA_900768355,6527061,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCT01.fasta.gz
CAAGCU010000000,GCA_900768405,2443711,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCU01.fasta.gz
CAAGCV010000000,GCA_900768375,1716580,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCV01.fasta.gz
CAAGCW010000000,GCA_900768435,2144695,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCW01.fasta.gz
CAAGCX010000000,GCA_900768455,2150642,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCX01.fasta.gz
CAAGCY010000000,GCA_900768465,1757487,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCY01.fasta.gz
CAAGCZ010000000,GCA_900768445,1053069,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGCZ01.fasta.gz
CAAGDA010000000,GCA_900768485,1674997,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDA01.fasta.gz
CAAGDB010000000,GCA_900768475,1593907,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDB01.fasta.gz
CAAGDC010000000,GCA_900768495,1637242,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDC01.fasta.gz
CAAGDD010000000,GCA_900768545,994595,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDD01.fasta.gz
CAAGDE010000000,GCA_900768535,2773763,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDE01.fasta.gz
CAAGDF010000000,GCA_900768525,1411846,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDF01.fasta.gz
CAAGDG010000000,GCA_900768515,3061154,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDG01.fasta.gz
CAAGDH010000000,GCA_900768555,1893982,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDH01.fasta.gz
CAAGDI010000000,GCA_900768585,1717061,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDI01.fasta.gz
CAAGDJ010000000,GCA_900768565,1202760,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDJ01.fasta.gz
CAAGDK010000000,GCA_900768575,1852213,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDK01.fasta.gz
CAAGDL010000000,GCA_900768595,512643,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDL01.fasta.gz
CAAGDM010000000,GCA_900768605,1592702,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDM01.fasta.gz
CAAGDN010000000,GCA_900768615,2279772,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDN01.fasta.gz
CAAGDO010000000,GCA_900768625,2843857,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDO01.fasta.gz
CAAGDP010000000,GCA_900768635,2438052,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDP01.fasta.gz
CAAGDQ010000000,GCA_900768645,1377834,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDQ01.fasta.gz
CAAGDR010000000,GCA_900768655,2488924,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDR01.fasta.gz
CAAGDS010000000,GCA_900768665,2042777,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDS01.fasta.gz
CAAGDT010000000,GCA_900768675,2266394,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDT01.fasta.gz
CAAGDU010000000,GCA_900768725,1691378,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDU01.fasta.gz
CAAGDV010000000,GCA_900768755,2005892,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDV01.fasta.gz
CAAGDW010000000,GCA_900768745,1782337,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDW01.fasta.gz
CAAGDX010000000,GCA_900768685,2015725,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDX01.fasta.gz
CAAGDY010000000,GCA_900768695,2285322,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDY01.fasta.gz
CAAGDZ010000000,GCA_900768735,2318157,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGDZ01.fasta.gz
CAAGEA010000000,GCA_900768715,2808445,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEA01.fasta.gz
CAAGEB010000000,GCA_900768705,2237307,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEB01.fasta.gz
CAAGEC010000000,GCA_900768765,1357146,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEC01.fasta.gz
CAAGED010000000,GCA_900768505,2484820,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGED01.fasta.gz
CAAGEE010000000,GCA_900768815,1349654,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEE01.fasta.gz
CAAGEF010000000,GCA_900768805,2158154,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEF01.fasta.gz
CAAGEG010000000,GCA_900768785,2721654,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEG01.fasta.gz
CAAGEH010000000,GCA_900768795,1719972,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEH01.fasta.gz
CAAGEI010000000,GCA_900768775,1644696,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEI01.fasta.gz
CAAGEJ010000000,GCA_900768825,1295501,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEJ01.fasta.gz
CAAGEK010000000,GCA_900768845,2316811,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEK01.fasta.gz
CAAGEL010000000,GCA_900768835,1606569,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEL01.fasta.gz
CAAGEM010000000,GCA_900768855,1361363,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEM01.fasta.gz
CAAGEN010000000,GCA_900768885,1277585,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEN01.fasta.gz
CAAGEO010000000,GCA_900768895,2377636,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEO01.fasta.gz
CAAGEP010000000,GCA_900768875,1649957,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEP01.fasta.gz
CAAGEQ010000000,GCA_900768915,1630161,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEQ01.fasta.gz
CAAGER010000000,GCA_900768905,2589563,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGER01.fasta.gz
CAAGES010000000,GCA_900768925,3511813,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGES01.fasta.gz
CAAGET010000000,GCA_900768955,2029399,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGET01.fasta.gz
CAAGEU010000000,GCA_900768945,2616282,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEU01.fasta.gz
CAAGEV010000000,GCA_900768935,2337280,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEV01.fasta.gz
CAAGEW010000000,GCA_900768985,1544571,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEW01.fasta.gz
CAAGEX010000000,GCA_900768965,1104620,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEX01.fasta.gz
CAAGEY010000000,GCA_900768975,1644907,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEY01.fasta.gz
CAAGEZ010000000,GCA_900768995,2560056,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGEZ01.fasta.gz
CAAGFA010000000,GCA_900769045,1134416,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFA01.fasta.gz
CAAGFB010000000,GCA_900769005,2150681,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFB01.fasta.gz
CAAGFC010000000,GCA_900769025,1437488,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFC01.fasta.gz
CAAGFD010000000,GCA_900769035,2091537,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFD01.fasta.gz
CAAGFE010000000,GCA_900769075,2777574,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFE01.fasta.gz
CAAGFF010000000,GCA_900769055,2720584,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFF01.fasta.gz
CAAGFG010000000,GCA_900769085,2429671,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFG01.fasta.gz
CAAGFH010000000,GCA_900769095,1591883,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFH01.fasta.gz
CAAGFI010000000,GCA_900769105,667445,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFI01.fasta.gz
CAAGFJ010000000,GCA_900769115,2608339,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFJ01.fasta.gz
CAAGFK010000000,GCA_900769125,3976719,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFK01.fasta.gz
CAAGFL010000000,GCA_900769135,2213098,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFL01.fasta.gz
CAAGFM010000000,GCA_900769155,1396726,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFM01.fasta.gz
CAAGFN010000000,GCA_900769145,2768956,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFN01.fasta.gz
CAAGFO010000000,GCA_900769165,870958,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFO01.fasta.gz
CAAGFP010000000,GCA_900769175,2831393,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFP01.fasta.gz
CAAGFQ010000000,GCA_900769195,1280127,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFQ01.fasta.gz
CAAGFR010000000,GCA_900769185,1089350,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFR01.fasta.gz
CAAGFS010000000,GCA_900769205,1093650,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFS01.fasta.gz
CAAGFT010000000,GCA_900769215,1880479,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFT01.fasta.gz
CAAGFU010000000,GCA_900769235,2130921,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFU01.fasta.gz
CAAGFV010000000,GCA_900769255,1907667,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFV01.fasta.gz
CAAGFW010000000,GCA_900769245,2487019,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFW01.fasta.gz
CAAGFX010000000,GCA_900769225,1859887,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFX01.fasta.gz
CAAGFY010000000,GCA_900769015,2078464,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFY01.fasta.gz
CAAGFZ010000000,GCA_900769265,1517347,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGFZ01.fasta.gz
CAAGGA010000000,GCA_900769275,2052370,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGA01.fasta.gz
CAAGGB010000000,GCA_900769285,3662993,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGB01.fasta.gz
CAAGGC010000000,GCA_900769295,1722504,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGC01.fasta.gz
CAAGGD010000000,GCA_900769305,1658319,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGD01.fasta.gz
CAAGGE010000000,GCA_900769315,1885895,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGE01.fasta.gz
CAAGGF010000000,GCA_900769325,2560433,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGF01.fasta.gz
CAAGGG010000000,GCA_900769355,1884431,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGG01.fasta.gz
CAAGGH010000000,GCA_900769365,2652504,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGH01.fasta.gz
CAAGGI010000000,GCA_900769335,2249651,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGI01.fasta.gz
CAAGGJ010000000,GCA_900769345,2902010,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGJ01.fasta.gz
CAAGGK010000000,GCA_900769415,928849,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGK01.fasta.gz
CAAGGL010000000,GCA_900769405,1698528,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGL01.fasta.gz
CAAGGM010000000,GCA_900769395,1274444,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGM01.fasta.gz
CAAGGN010000000,GCA_900769375,1465303,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGN01.fasta.gz
CAAGGO010000000,GCA_900769385,1938484,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGO01.fasta.gz
CAAGGP010000000,GCA_900769425,1881687,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGP01.fasta.gz
CAAGGQ010000000,GCA_900769475,2495766,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGQ01.fasta.gz
CAAGGR010000000,GCA_900769445,1966624,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGR01.fasta.gz
CAAGGS010000000,GCA_900769455,1227947,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGS01.fasta.gz
CAAGGT010000000,GCA_900769465,3218671,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGT01.fasta.gz
CAAGGU010000000,GCA_900769495,1168022,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGU01.fasta.gz
CAAGGV010000000,GCA_900769485,2016408,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGV01.fasta.gz
CAAGGW010000000,GCA_900769505,1455193,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGW01.fasta.gz
CAAGGX010000000,GCA_900769515,1182863,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGX01.fasta.gz
CAAGGY010000000,GCA_900769525,1583718,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGY01.fasta.gz
CAAGGZ010000000,GCA_900769545,2291640,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGGZ01.fasta.gz
CAAGHA010000000,GCA_900769555,3032937,2019-04-04,ftp.ebi.ac.uk/pub/databases/ena/wgs/public/caa/CAAGHA01.fasta.gz
