drug,cell_line_id,observed_ic50
SAPITINIB,LCLC97TM1,5.31022
SAPITINIB,LK2,5.63395
SAPITINIB,LN18,4.7627
SAPITINIB,LN229,6.26391
SAPITINIB,LNCAPCLONEFGC,4.41428
SAPITINIB,LOUNH91,7.54771
SAPITINIB,LOVO,1.88448
SAPITINIB,LP1,4.64666
SAPITINIB,LS1034,5.47945
SAPITINIB,LS123,5.8664
SAPITINIB,LS180,5.84422
SAPITINIB,LS411N,4.3104
SAPITINIB,LU135,5.54671
SAPITINIB,LU165,4.76359
SAPITINIB,MC116,3.0663
SAPITINIB,MCF7,5.54466
SAPITINIB,MDAMB157,7.10693
SAPITINIB,MDAMB231,4.90975
SAPITINIB,MDAMB361,4.62398
SAPITINIB,MDAMB415,4.75668
SAPITINIB,MDAMB436,4.91736
SAPITINIB,MDAMB453,4.27218
SAPITINIB,MDST8,5.57396
SAPITINIB,MELHO,3.90041
SAPITINIB,MELJUSO,4.99147
SAPITINIB,MFE296,5.50161
SAPITINIB,MFE319,6.04734
SAPITINIB,MFM223,5.69599
SAPITINIB,MG63,4.07669
SAPITINIB,MHHES1,6.17067
SAPITINIB,MHHNB11,4.62514
SAPITINIB,MIAPACA2,3.9033
SAPITINIB,MKN45,4.63101
SAPITINIB,MM1S,5.27286
SAPITINIB,MOLM13,3.56278
SAPITINIB,MPP89,4.55085
SAPITINIB,MS751,9.12834
SAPITINIB,MSTO211H,3.88112
SAPITINIB,MV411,3.32024
SAPITINIB,NALM6,6.93481
SAPITINIB,NAMALWA,5.02152
SAPITINIB,NB1,4.03304
SAPITINIB,NB4,3.12834
SAPITINIB,NCCIT,5.69226
SAPITINIB,NCIH1048,6.01641
SAPITINIB,NCIH1092,4.32346
SAPITINIB,NCIH1155,4.55857
SAPITINIB,NCIH1299,5.37316
SAPITINIB,NCIH1355,6.47073
SAPITINIB,NCIH1437,4.90441
SAPITINIB,NCIH1568,1.82789
SAPITINIB,NCIH1573,4.32446
SAPITINIB,NCIH1581,4.74396
SAPITINIB,NCIH1648,-0.991498
SAPITINIB,NCIH1650,8.48058
SAPITINIB,NCIH1666,-0.0861437
SAPITINIB,NCIH1693,6.81084
SAPITINIB,NCIH1694,5.12439
SAPITINIB,NCIH1792,5.66485
SAPITINIB,NCIH1793,3.70526
SAPITINIB,NCIH1836,4.07569
SAPITINIB,NCIH1915,3.72196
SAPITINIB,NCIH1944,7.81977
SAPITINIB,NCIH1975,1.42994
SAPITINIB,NCIH2009,4.50309
SAPITINIB,NCIH2023,6.11119
SAPITINIB,NCIH2030,3.71034
SAPITINIB,NCIH2052,6.08364
SAPITINIB,NCIH2087,5.41851
SAPITINIB,NCIH209,5.03859
SAPITINIB,NCIH211,4.91666
SAPITINIB,NCIH2110,1.72558
SAPITINIB,NCIH2122,3.35465
SAPITINIB,NCIH2170,-0.672975
SAPITINIB,NCIH2171,3.55523
SAPITINIB,NCIH2172,4.06289
SAPITINIB,NCIH226,4.29617
SAPITINIB,NCIH23,5.98623
SAPITINIB,NCIH2452,4.04306
SAPITINIB,NCIH28,7.89547
SAPITINIB,NCIH292,1.62449
SAPITINIB,NCIH3122,6.07498
SAPITINIB,NCIH358,1.27524
SAPITINIB,NCIH441,4.97238
SAPITINIB,NCIH446,4.50092
SAPITINIB,NCIH460,3.91965
SAPITINIB,NCIH520,5.93219
SAPITINIB,NCIH526,4.73194
SAPITINIB,NCIH650,3.93031
SAPITINIB,NCIH661,5.43172
SAPITINIB,NCIH716,5.26479
SAPITINIB,NCIH727,4.50609
SAPITINIB,NCIH841,4.40362
SAPITINIB,NCIN87,-2.5352
SAPITINIB,NH12,4.7616
SAPITINIB,NMCG1,4.31011
SAPITINIB,NOMO1,4.38276
SAPITINIB,OAW28,5.02066
SAPITINIB,OAW42,3.77415
SAPITINIB,OCIAML2,5.21537
SAPITINIB,OCIAML3,4.50042
SAPITINIB,OE21,1.49365
SAPITINIB,ONS76,5.81682
SAPITINIB,OPM2,5.34002
SAPITINIB,OSC20,6.48323
SAPITINIB,OSRC2,4.38587
SAPITINIB,OV90,4.71818
SAPITINIB,OVCAR8,7.66553
SAPITINIB,OVISE,6.80982
SAPITINIB,OVK18,4.42243
SAPITINIB,OVTOKO,2.66203
SAPITINIB,P30OHK,4.44799
SAPITINIB,P31FUJ,5.14864
SAPITINIB,PA1,3.85408
SAPITINIB,PANC0327,5.92594
SAPITINIB,PANC0403,6.73264
SAPITINIB,PANC0813,5.5239
SAPITINIB,PANC1005,6.83016
SAPITINIB,PATU8902,3.93625
SAPITINIB,PATU8988T,6.62143
SAPITINIB,PC14,-5.95497
SAPITINIB,PC3,6.15483
SAPITINIB,PEO1,6.94268
SAPITINIB,PFSK1,4.10917
SAPITINIB,RAJI,4.96647
SAPITINIB,RCC10RGB,7.98804
SAPITINIB,RCHACV,3.3362
SAPITINIB,RD,6.05856
SAPITINIB,REH,5.38066
SAPITINIB,RERFGC1B,3.25888
SAPITINIB,RERFLCSQ1,0.811569
SAPITINIB,RH30,4.13528
SAPITINIB,RH41,3.79215
SAPITINIB,RKN,4.4155
SAPITINIB,RKO,4.61109
SAPITINIB,RL,3.62135
SAPITINIB,RL952,5.04792
SAPITINIB,RMGI,4.43228
SAPITINIB,RPMI7951,4.82105
SAPITINIB,RPMI8226,5.79725
SAPITINIB,RT112,5.35166
SAPITINIB,RT4,7.42024
SAPITINIB,SAOS2,5.92146
SAPITINIB,SAS,4.29912
SAPITINIB,SCC3,4.14352
SAPITINIB,SF126,3.70763
SAPITINIB,SF268,4.38299
SAPITINIB,SF295,3.76852
SAPITINIB,SF539,5.31692
SAPITINIB,SHP77,4.07959
SAPITINIB,SIHA,4.24195
SAPITINIB,SIMA,4.13655
SAPITINIB,SISO,5.54489
SAPITINIB,SKGIIIA,6.267
SAPITINIB,SKGT2,-2.25416
SAPITINIB,SKGT4,5.20351
SAPITINIB,SKHEP1,5.39467
SAPITINIB,SKMEL2,4.89405
SAPITINIB,SKMEL24,4.63616
SAPITINIB,SKMEL30,4.33424
SAPITINIB,SKMES1,4.9896
SAPITINIB,SKMM2,5.11117
SAPITINIB,SKN,4.21838
SAPITINIB,SKNAS,5.87723
SAPITINIB,SKNDZ,4.51087
SAPITINIB,SKNFI,4.62132
SAPITINIB,SKOV3,4.62271
SAPITINIB,SKUT1,5.74144
SAPITINIB,SNGM,3.641
SAPITINIB,SNU1,5.67999
SAPITINIB,SNU387,5.57568
SAPITINIB,SNU423,7.01125
SAPITINIB,SNU449,5.26523
SAPITINIB,SNU5,5.7127
SAPITINIB,SNU61,6.02264
SAPITINIB,SNU81,4.44384
SAPITINIB,SNUC5,4.54796
SAPITINIB,ST486,4.08564
SAPITINIB,SUDHL1,5.15861
SAPITINIB,SUDHL4,3.00351
SAPITINIB,SUDHL5,3.14116
SAPITINIB,SUDHL8,5.53529
SAPITINIB,SUIT2,4.21293
SAPITINIB,SUPM2,4.64206
SAPITINIB,SUPT1,3.74753
SAPITINIB,SW1088,3.8476
SAPITINIB,SW1271,4.57947
SAPITINIB,SW13,-0.983963
SAPITINIB,SW1463,3.2143
SAPITINIB,SW156,4.87409
SAPITINIB,SW1573,5.66557
SAPITINIB,SW1990,6.17579
SAPITINIB,SW620,6.03248
SAPITINIB,SW626,4.89161
SAPITINIB,SW837,4.48912
SAPITINIB,SW954,3.91211
SAPITINIB,SW982,4.8718
SAPITINIB,T24,5.07974
SAPITINIB,T47D,6.10583
SAPITINIB,TC71,5.42244
SAPITINIB,TE4,-0.753639
SAPITINIB,TE6,1.99965
SAPITINIB,TE8,5.27911
SAPITINIB,TE9,4.92112
SAPITINIB,TGW,5.18947
SAPITINIB,THP1,4.51002
SAPITINIB,TOV112D,5.15646
SAPITINIB,TOV21G,3.32041
SAPITINIB,TT2609C02,5.09724
SAPITINIB,TYKNU,5.88929
SAPITINIB,U118MG,5.31088
SAPITINIB,U251MG,5.66321
SAPITINIB,U2OS,5.02146
SAPITINIB,UACC257,4.07363
SAPITINIB,UACC62,4.73065
SAPITINIB,UACC893,-0.345048
SAPITINIB,UMUC3,8.93401
SAPITINIB,UWB1289,1.99334
SAPITINIB,VAESBJ,5.20438
SAPITINIB,VCAP,5.46878
SAPITINIB,VMRCRCW,4.57451
SAPITINIB,WM115,4.93653
SAPITINIB,WM793,4.36902
SAPITINIB,WSUNHL,1.70837
SAPITINIB,YAPC,6.03129
SAPITINIB,YH13,4.34528
SAPITINIB,YKG1,2.87923
SARACATINIB,22RV1,5.52859
SARACATINIB,2313287,5.2424
SARACATINIB,253J,0.686094
SARACATINIB,253JBV,2.18694
SARACATINIB,42MGBA,1.98014
SARACATINIB,639V,5.78229
SARACATINIB,647V,5.26493
SARACATINIB,697,3.06767
SARACATINIB,769P,1.86243
SARACATINIB,786O,4.40159
SARACATINIB,8505C,4.94156
SARACATINIB,8MGBA,8.38527
SARACATINIB,A172,7.28305
SARACATINIB,A2058,5.56256
SARACATINIB,A253,4.46897
SARACATINIB,A2780,5.85694
SARACATINIB,A375,5.8314
SARACATINIB,A388,1.0623
SARACATINIB,A549,4.43623
SARACATINIB,ACCMESO1,7.21965
SARACATINIB,AGS,6.05969
SARACATINIB,AM38,5.38734
SARACATINIB,AML193,5.55693
SARACATINIB,AMO1,4.58979
SARACATINIB,ASPC1,5.56132
SARACATINIB,AU565,4.43013
SARACATINIB,BC3C,4.95734
SARACATINIB,BCPAP,3.59084
SARACATINIB,BECKER,6.06197
SARACATINIB,BFTC905,5.02517
SARACATINIB,BFTC909,4.92892
SARACATINIB,BHT101,4.12557
SARACATINIB,BICR16,4.95177
SARACATINIB,BICR31,3.08007
SARACATINIB,BICR56,2.29236
SARACATINIB,BICR6,4.41012
SARACATINIB,BL70,5.37644
SARACATINIB,BT12,5.53119
SARACATINIB,BXPC3,2.71422
SARACATINIB,C2BBE1,2.17907
SARACATINIB,CAKI1,8.37524
SARACATINIB,CAL12T,1.50913
SARACATINIB,CAL29,2.46443
SARACATINIB,CAL33,1.95338
SARACATINIB,CAL51,1.63546
SARACATINIB,CAL62,4.46188
SARACATINIB,CAL78,5.26912
SARACATINIB,CALU6,6.23248
SARACATINIB,CAMA1,6.68478
SARACATINIB,CAOV3,4.77012
SARACATINIB,CAPAN1,3.4599
SARACATINIB,CAS1,5.46268
SARACATINIB,CCFSTTG1,6.78924
SARACATINIB,CFPAC1,3.94864
SARACATINIB,CHAGOK1,6.19826
SARACATINIB,CHP212,1.4232
SARACATINIB,CMLT1,-1.41181
SARACATINIB,COLO320,3.99286
SARACATINIB,COLO678,4.71735
SARACATINIB,COLO679,3.68911
SARACATINIB,COLO792,5.49216
SARACATINIB,COLO800,5.61563
SARACATINIB,COLO824,4.06891
SARACATINIB,CORL105,2.46862
SARACATINIB,CORL279,5.55809
SARACATINIB,COV318,3.50188
SARACATINIB,COV362,5.28973
SARACATINIB,COV434,4.70025
SARACATINIB,COV504,3.26959
SARACATINIB,D283MED,3.48819
SARACATINIB,DANG,4.94462
SARACATINIB,DAOY,6.75235
SARACATINIB,DB,5.22518
SARACATINIB,DBTRG05MG,5.1926
SARACATINIB,DETROIT562,2.87118
SARACATINIB,DKMG,4.32982
SARACATINIB,DLD1,5.47719
SARACATINIB,DMS53,5.63263
SARACATINIB,ECGI10,6.74656
SARACATINIB,EFE184,3.76157
SARACATINIB,EFM19,1.82687
SARACATINIB,EFO21,6.0399
SARACATINIB,EFO27,5.11928
SARACATINIB,EJM,5.39021
SARACATINIB,EKVX,5.26481
SARACATINIB,EM2,-1.95287
SARACATINIB,EN,5.66918
SARACATINIB,EOL1,-0.938658
SARACATINIB,EPLC272H,3.2023
SARACATINIB,ES2,5.43371
SARACATINIB,ESS1,4.12543
SARACATINIB,F36P,5.03122
SARACATINIB,FADU,4.78783
SARACATINIB,FARAGE,-0.115988
SARACATINIB,FTC133,7.6974
SARACATINIB,FU97,2.92129
SARACATINIB,G292CLONEA141B1,3.86827
SARACATINIB,G401,3.60872
SARACATINIB,G402,3.70045
SARACATINIB,GB1,6.63938
SARACATINIB,GCT,3.42378
SARACATINIB,GI1,5.17785
SARACATINIB,GIMEN,2.85474
SARACATINIB,GSS,2.9547
SARACATINIB,GSU,3.40353
SARACATINIB,H4,4.54712
SARACATINIB,HCC1187,3.70932
SARACATINIB,HCC1395,4.92894
SARACATINIB,HCC1419,4.31379
SARACATINIB,HCC1428,5.64808
SARACATINIB,HCC15,5.29253
SARACATINIB,HCC1937,6.05077
SARACATINIB,HCC202,4.86021
SARACATINIB,HCC33,2.66721
SARACATINIB,HCC366,3.93775
SARACATINIB,HCC38,4.82026
SARACATINIB,HCC44,5.04786
SARACATINIB,HCC56,6.53529
SARACATINIB,HCC70,3.66277
SARACATINIB,HCC78,5.29722
SARACATINIB,HCC95,3.24987
SARACATINIB,HDMYZ,5.51964
SARACATINIB,HEC151,4.42025
SARACATINIB,HEC1B,1.4308
SARACATINIB,HEC251,4.29779
SARACATINIB,HEC265,6.54261
SARACATINIB,HEC50B,6.44569
SARACATINIB,HEC59,5.48358
SARACATINIB,HEC6,7.29505
SARACATINIB,HEL,5.49102
SARACATINIB,HEL9217,5.71133
SARACATINIB,HEPG2,4.25471
SARACATINIB,HEYA8,4.85648
SARACATINIB,HGC27,3.13778
SARACATINIB,HLF,4.84766
SARACATINIB,HMC18,5.67712
SARACATINIB,HOP62,3.77796
SARACATINIB,HPAFII,5.32014
SARACATINIB,HS294T,9.57947
SARACATINIB,HS683,5.77064
SARACATINIB,HS695T,5.7154
SARACATINIB,HS746T,5.47878
SARACATINIB,HS852T,3.63037
SARACATINIB,HS936T,5.45089
SARACATINIB,HS944T,8.31436
SARACATINIB,HSC2,3.99972
SARACATINIB,HSC3,3.65921
SARACATINIB,HSC4,3.75368
SARACATINIB,HT,3.3581
SARACATINIB,HT1080,5.50837
SARACATINIB,HT1197,5.7811
SARACATINIB,HT1376,3.25982
SARACATINIB,HT144,5.48215
SARACATINIB,HT55,3.33388
SARACATINIB,HUCCT1,4.55078
SARACATINIB,HUH1,4.77018
SARACATINIB,HUNS1,5.66874
SARACATINIB,HUPT3,4.30303
SARACATINIB,HUPT4,-0.00122808
SARACATINIB,IALM,5.4346
SARACATINIB,IGR1,5.43934
SARACATINIB,IGR39,2.77003
SARACATINIB,IGROV1,0.581177
SARACATINIB,IM95,3.59042
SARACATINIB,IMR32,4.50644
SARACATINIB,IPC298,5.66948
SARACATINIB,ISHIKAWAHERAKLIO02ER,8.04228
SARACATINIB,ISTMES1,2.55935
SARACATINIB,ISTMES2,2.97009
SARACATINIB,J82,6.19473
SARACATINIB,JAR,2.50172
SARACATINIB,JHH1,2.16473
SARACATINIB,JHH2,3.22076
SARACATINIB,JHH4,2.7846
SARACATINIB,JHH5,2.3972
SARACATINIB,JHH6,6.1519
SARACATINIB,JHH7,4.0657
SARACATINIB,JHOC5,4.95337
SARACATINIB,JHOM1,6.66172
SARACATINIB,JHOS2,5.22415
SARACATINIB,JHOS4,1.50607
SARACATINIB,JHUEM1,4.47505
SARACATINIB,JHUEM7,2.50333
SARACATINIB,JIMT1,3.62618
SARACATINIB,JJN3,4.91811
SARACATINIB,JL1,9.98057
SARACATINIB,JM1,4.97518
SARACATINIB,JMSU1,3.85894
SARACATINIB,JURKAT,3.18336
SARACATINIB,JVM2,3.70619
SARACATINIB,JVM3,4.01496
SARACATINIB,K029AX,5.38229
SARACATINIB,K562,0.112384
SARACATINIB,KALS1,6.41658
SARACATINIB,KARPAS299,3.72127
SARACATINIB,KARPAS422,4.68612
SARACATINIB,KASUMI1,1.49854
SARACATINIB,KATOIII,3.88859
SARACATINIB,KCIMOH1,1.84034
SARACATINIB,KCL22,-0.35893
SARACATINIB,KE37,4.39698
SARACATINIB,KE39,4.46999
SARACATINIB,KE97,4.20651
SARACATINIB,KELLY,5.76698
SARACATINIB,KIJK,3.61463
SARACATINIB,KM12,3.08774
SARACATINIB,KMBC2,5.48528
SARACATINIB,KMM1,6.53266
SARACATINIB,KMRC20,5.02996
SARACATINIB,KMRC3,2.85175
SARACATINIB,KMS26,4.56086
SARACATINIB,KMS27,5.5052
SARACATINIB,KNS60,4.94498
SARACATINIB,KNS62,10.1373
SARACATINIB,KNS81,4.96258
SARACATINIB,KO52,5.56113
SARACATINIB,KP2,4.61189
SARACATINIB,KP3,3.04959
SARACATINIB,KPL1,5.69151
SARACATINIB,KPNSI9S,4.46234
SARACATINIB,KPNYN,6.57023
SARACATINIB,KU1919,4.35669
SARACATINIB,KU812,-0.144522
SARACATINIB,KYO1,-2.19694
SARACATINIB,KYSE180,1.98469
SARACATINIB,KYSE410,2.85818
SARACATINIB,KYSE450,5.93058
SARACATINIB,KYSE510,6.54979
SARACATINIB,KYSE520,3.6113
SARACATINIB,KYSE70,4.53177
SARACATINIB,L1236,6.14336
SARACATINIB,L33,6.81082
SARACATINIB,L363,5.05211
SARACATINIB,L428,5.14436
SARACATINIB,LCLC97TM1,4.0588
SARACATINIB,LI7,2.66157
SARACATINIB,LK2,5.60758
SARACATINIB,LMSU,5.4319
SARACATINIB,LN18,5.26734
SARACATINIB,LN229,5.32865
SARACATINIB,LNCAPCLONEFGC,5.34259
SARACATINIB,LOUNH91,5.40171
SARACATINIB,LOVO,1.5297
SARACATINIB,LP1,5.2726
SARACATINIB,LS1034,4.45395
SARACATINIB,LS123,4.64085
SARACATINIB,LS180,2.74679
SARACATINIB,LS411N,6.09288
SARACATINIB,LU165,2.49816
SARACATINIB,M059K,4.32234
SARACATINIB,M07E,5.23981
SARACATINIB,MC116,4.19441
SARACATINIB,MCF7,6.76158
SARACATINIB,MDAMB157,8.55892
SARACATINIB,MDAMB231,4.16149
SARACATINIB,MDAMB361,5.20985
SARACATINIB,MDAMB415,5.54787
SARACATINIB,MDAMB435S,7.95329
SARACATINIB,MDAMB436,4.69219
SARACATINIB,MDAMB453,4.81801
SARACATINIB,MDST8,6.24368
SARACATINIB,MELHO,4.7888
SARACATINIB,MELJUSO,5.37128
SARACATINIB,MFE296,4.94355
SARACATINIB,MFE319,5.61206
SARACATINIB,MFM223,3.29393
SARACATINIB,MG63,4.62142
SARACATINIB,MHHES1,4.19555
SARACATINIB,MHHNB11,5.29717
SARACATINIB,MIAPACA2,6.84115
SARACATINIB,MJ,6.02897
SARACATINIB,MKN45,7.31414
SARACATINIB,MKN74,5.11999
SARACATINIB,MM1S,5.36268
SARACATINIB,MOLM13,2.36045
SARACATINIB,MONOMAC1,3.51733
SARACATINIB,MORCPR,5.68761
SARACATINIB,MPP89,8.82792
SARACATINIB,MSTO211H,3.42839
SARACATINIB,MV411,2.54234
SARACATINIB,NALM6,3.28113
SARACATINIB,NAMALWA,4.50091
SARACATINIB,NB1,5.42244
SARACATINIB,NB4,5.87097
SARACATINIB,NCCIT,-0.419539
SARACATINIB,NCIH1048,1.78389
SARACATINIB,NCIH1092,6.00107
SARACATINIB,NCIH1155,5.51824
SARACATINIB,NCIH1299,6.2488
SARACATINIB,NCIH1355,6.71658
SARACATINIB,NCIH1373,4.41471
SARACATINIB,NCIH1568,4.29388
SARACATINIB,NCIH1573,4.54161
SARACATINIB,NCIH1581,6.28954
SARACATINIB,NCIH1648,-1.11915
SARACATINIB,NCIH1650,1.14337
SARACATINIB,NCIH1666,2.53023
SARACATINIB,NCIH1693,0.695075
SARACATINIB,NCIH1694,5.61688
SARACATINIB,NCIH1792,4.46009
SARACATINIB,NCIH1793,1.67393
SARACATINIB,NCIH1836,1.77509
SARACATINIB,NCIH1915,4.34471
SARACATINIB,NCIH1944,6.34098
SARACATINIB,NCIH1975,2.45543
SARACATINIB,NCIH2009,3.36905
SARACATINIB,NCIH2023,5.93552
SARACATINIB,NCIH2030,3.39343
SARACATINIB,NCIH2052,4.69262
SARACATINIB,NCIH2087,4.46783
SARACATINIB,NCIH209,2.80836
SARACATINIB,NCIH211,5.29276
SARACATINIB,NCIH2110,4.76113
SARACATINIB,NCIH2122,4.46654
SARACATINIB,NCIH2170,2.64354
SARACATINIB,NCIH2171,5.59059
SARACATINIB,NCIH2172,6.33176
SARACATINIB,NCIH226,6.61138
SARACATINIB,NCIH2286,4.54427
SARACATINIB,NCIH23,4.87512
SARACATINIB,NCIH2452,4.90126
SARACATINIB,NCIH28,4.79877
SARACATINIB,NCIH292,4.79832
SARACATINIB,NCIH322,2.01935
SARACATINIB,NCIH358,3.24311
SARACATINIB,NCIH441,6.59294
SARACATINIB,NCIH446,6.19961
SARACATINIB,NCIH460,7.9048
SARACATINIB,NCIH520,4.37339
SARACATINIB,NCIH526,5.97961
SARACATINIB,NCIH650,4.1818
SARACATINIB,NCIH661,2.90948
SARACATINIB,NCIH716,5.30914
SARACATINIB,NCIH727,4.57142
SARACATINIB,NCIH841,5.71611
SARACATINIB,NCIN87,0.995944
SARACATINIB,NCO2,-3.12223
SARACATINIB,NH12,3.28511
SARACATINIB,NH6,6.46796
SARACATINIB,NMCG1,6.60176
SARACATINIB,NOMO1,6.44622
SARACATINIB,OAW28,3.5136
SARACATINIB,OAW42,4.72737
SARACATINIB,OC316,3.16414
SARACATINIB,OCIAML2,4.08989
SARACATINIB,OCIAML3,4.65081
SARACATINIB,OE21,1.22749
SARACATINIB,ONCODG1,1.968
SARACATINIB,ONS76,4.75603
SARACATINIB,OPM2,4.78136
SARACATINIB,OSRC2,5.44545
SARACATINIB,OUMS23,5.66986
SARACATINIB,OV7,5.78911
SARACATINIB,OV90,5.87579
SARACATINIB,OVCAR8,6.73961
SARACATINIB,OVISE,3.85806
SARACATINIB,OVK18,9.77302
SARACATINIB,OVMANA,2.19748
SARACATINIB,OVTOKO,1.77319
SARACATINIB,P30OHK,3.1389
SARACATINIB,P31FUJ,6.02033
SARACATINIB,PANC0327,3.32034
SARACATINIB,PANC0403,4.81262
SARACATINIB,PANC0813,3.18777
SARACATINIB,PANC1005,1.78379
SARACATINIB,PATU8902,4.84872
SARACATINIB,PATU8988S,5.71857
SARACATINIB,PATU8988T,5.82659
SARACATINIB,PC14,-1.7461
SARACATINIB,PC3,1.5767
SARACATINIB,PECAPJ15,2.65695
SARACATINIB,PECAPJ34CLONEC12,2.30781
SARACATINIB,PECAPJ41CLONED2,3.90693
SARACATINIB,PECAPJ49,1.93414
SARACATINIB,PEER,1.91527
SARACATINIB,PK1,3.06839
SARACATINIB,PK45H,4.62059
SARACATINIB,PLCPRF5,5.69935
SARACATINIB,RAJI,5.55524
SARACATINIB,RCC10RGB,5.46747
SARACATINIB,RCHACV,3.9335
SARACATINIB,RD,7.49429
SARACATINIB,REH,5.303
SARACATINIB,RERFGC1B,0.830431
SARACATINIB,RERFLCAD1,5.93121
SARACATINIB,RERFLCAD2,5.64846
SARACATINIB,RH30,4.0119
SARACATINIB,RH41,5.26687
SARACATINIB,RI1,2.24716
SARACATINIB,RKN,5.73529
SARACATINIB,RKO,7.73211
SARACATINIB,RL,5.38026
SARACATINIB,RL952,2.40316
SARACATINIB,RMGI,2.54795
SARACATINIB,RPMI7951,3.65854
SARACATINIB,RPMI8226,4.49192
SARACATINIB,RT112,4.83006
SARACATINIB,RT4,-0.171553
SARACATINIB,SAOS2,6.17055
SARACATINIB,SCABER,2.08476
SARACATINIB,SCC3,2.99827
SARACATINIB,SEM,2.53229
SARACATINIB,SET2,5.22373
SARACATINIB,SF126,6.94061
SARACATINIB,SF268,3.92102
SARACATINIB,SF295,6.67153
SARACATINIB,SF539,3.65495
SARACATINIB,SH10TC,6.62664
SARACATINIB,SHP77,5.92167
SARACATINIB,SIMA,3.86313
SARACATINIB,SKBR3,4.36284
SARACATINIB,SKHEP1,5.996
SARACATINIB,SKMEL2,6.03403
SARACATINIB,SKMEL24,8.15874
SARACATINIB,SKMEL30,5.48302
SARACATINIB,SKMES1,3.41566
SARACATINIB,SKMM2,5.16611
SARACATINIB,SKNAS,6.12769
SARACATINIB,SKNBE2,5.68873
SARACATINIB,SKNDZ,3.51115
SARACATINIB,SKNFI,8.05017
SARACATINIB,SKOV3,5.11544
SARACATINIB,SKUT1,5.84826
SARACATINIB,SNGM,3.42166
SARACATINIB,SNU1,4.81838
SARACATINIB,SNU1033,4.06555
SARACATINIB,SNU1041,4.5535
SARACATINIB,SNU1066,6.2354
SARACATINIB,SNU1076,0.410971
SARACATINIB,SNU1077,8.13489
SARACATINIB,SNU1079,-1.06751
SARACATINIB,SNU182,2.61254
SARACATINIB,SNU201,3.85996
SARACATINIB,SNU213,1.34739
SARACATINIB,SNU216,2.06132
SARACATINIB,SNU245,8.59744
SARACATINIB,SNU308,2.94298
SARACATINIB,SNU387,6.04988
SARACATINIB,SNU423,5.00985
SARACATINIB,SNU449,3.10394
SARACATINIB,SNU46,3.01965
SARACATINIB,SNU475,7.2965
SARACATINIB,SNU478,0.703965
SARACATINIB,SNU5,5.50186
SARACATINIB,SNU601,7.37722
SARACATINIB,SNU61,3.99148
SARACATINIB,SNU620,4.16719
SARACATINIB,SNU626,7.12465
SARACATINIB,SNU668,2.13375
SARACATINIB,SNU685,3.60918
SARACATINIB,SNU719,5.6397
SARACATINIB,SNU738,6.79721
SARACATINIB,SNU761,4.15445
SARACATINIB,SNU8,6.26251
SARACATINIB,SNU81,8.03661
SARACATINIB,SNU840,4.07827
SARACATINIB,SNU886,7.41723
SARACATINIB,SNUC4,5.61425
SARACATINIB,SNUC5,6.89908
SARACATINIB,ST486,5.21813
SARACATINIB,SUDHL1,3.24609
SARACATINIB,SUDHL8,4.58905
SARACATINIB,SUIT2,5.50186
SARACATINIB,SUPM2,4.93053
SARACATINIB,SUPT1,4.17637
SARACATINIB,SW1088,6.65996
SARACATINIB,SW1271,2.72898
SARACATINIB,SW1463,2.77188
SARACATINIB,SW1573,4.7211
SARACATINIB,SW1990,3.37912
SARACATINIB,SW403,2.02636
SARACATINIB,SW579,1.79868
SARACATINIB,SW620,9.56629
SARACATINIB,SW954,1.09873
SARACATINIB,SW982,6.32999
SARACATINIB,T24,6.11939
SARACATINIB,T47D,4.93003
SARACATINIB,TC71,5.11564
SARACATINIB,TCCPAN2,5.30356
SARACATINIB,TE4,1.50187
SARACATINIB,TE6,1.2065
SARACATINIB,TE8,1.1537045
SARACATINIB,TE9,5.57114
SARACATINIB,TEN,4.92015
SARACATINIB,TF1,5.81352
SARACATINIB,TGW,2.59654
SARACATINIB,THP1,5.63134
SARACATINIB,TM31,7.45043
SARACATINIB,TOV112D,6.01131
SARACATINIB,TOV21G,4.7406
SARACATINIB,TT2609C02,5.98377
SARACATINIB,TTC709,4.97883
SARACATINIB,TUHR4TKB,4.94033
SARACATINIB,TYKNU,4.87293
SARACATINIB,U118MG,5.41425
SARACATINIB,U251MG,5.17166
SARACATINIB,U2OS,5.51463
SARACATINIB,UACC257,7.61768
SARACATINIB,UACC62,5.70258
SARACATINIB,UBLC1,-0.695659
SARACATINIB,UMUC1,5.58689
SARACATINIB,UMUC3,5.9267
SARACATINIB,VAESBJ,1.72197
SARACATINIB,VCAP,5.55277
SARACATINIB,VMCUB1,1.81609
SARACATINIB,VMRCRCW,3.65756
SARACATINIB,WM115,5.21823
SARACATINIB,WM793,6.16509
SARACATINIB,WM88,5.6635
SARACATINIB,WM983B,4.78739
SARACATINIB,WSUNHL,2.68286
SARACATINIB,YAPC,5.01073
SARACATINIB,YD15,0.246836
SARACATINIB,YD38,0.93369
SARACATINIB,YH13,6.79016
SARACATINIB,YKG1,5.89457
SARACATINIB,ZR751,3.11622
SAVOLITINIB,22RV1,2.13449
SAVOLITINIB,2313287,1.48086
SAVOLITINIB,42MGBA,1.31078
SAVOLITINIB,639V,1.48385
SAVOLITINIB,647V,1.96139
SAVOLITINIB,697,1.51177
SAVOLITINIB,769P,2.34057
SAVOLITINIB,786O,1.88433
SAVOLITINIB,8505C,3.16022
SAVOLITINIB,8MGBA,1.33292
