ID,Species_specific,Species,Sex,Eclosed,Released,Max_age,Last.sighted,Death,Notes
Ec53,Melpomene ecuadorensis,H_melpomene,M,2022-11-23,2022-11-23,,#N/A,,
Ec54,Melpomene ecuadorensis,H_melpomene,M,2022-11-23,2022-11-23,6,2022-11-29,,
Ec55,Melpomene ecuadorensis,H_melpomene,M,2022-11-23,2022-11-23,6,2022-11-29,,
Ec56,Melpomene ecuadorensis,H_melpomene,M,2022-11-23,2022-11-23,,#N/A,,
Ec57,Melpomene ecuadorensis,H_melpomene,M,2022-11-23,2022-11-23,,#N/A,,
Ec58,Melpomene ecuadorensis,H_melpomene,M,2022-11-23,2022-11-23,,#N/A,,
Ec59,Melpomene ecuadorensis,H_melpomene,M,2022-11-24,2022-11-24,,#N/A,,
Ec60,Melpomene ecuadorensis,H_melpomene,M,2022-11-24,2022-11-24,,#N/A,,
Ec61,Melpomene ecuadorensis,H_melpomene,M,2022-11-24,2022-11-24,,#N/A,,
Ec62,Melpomene ecuadorensis,H_melpomene,M,2022-11-24,2022-11-24,,#N/A,,
Ec63,Melpomene ecuadorensis,H_melpomene,M,2022-11-24,2022-11-24,,#N/A,,
Ec64,Melpomene ecuadorensis,H_melpomene,M,2022-11-24,2022-11-24,,#N/A,,
Ec65,Melpomene ecuadorensis,H_melpomene,M,2022-11-24,2022-11-24,,#N/A,,
Ec66,Melpomene ecuadorensis,H_melpomene,M,2022-11-24,2022-11-24,,#N/A,,
Ec67,Melpomene ecuadorensis,H_melpomene,M,2022-11-24,2022-11-24,,#N/A,,
Ec68,Melpomene ecuadorensis,H_melpomene,M,2022-11-24,2022-11-24,,#N/A,,
Ec69,Melpomene ecuadorensis,H_melpomene,M,2022-11-24,2022-11-24,,#N/A,,
Ec70,Melpomene ecuadorensis,H_melpomene,M,2022-11-24,2022-11-24,4,2022-11-28,,
Ec71,Melpomene ecuadorensis,H_melpomene,M,2022-11-24,2022-11-24,,#N/A,,
Cyth40,Melpomene cythera,H_melpomene,M,2022-11-24,2022-11-24,,#N/A,,
Cyth41,Melpomene cythera,H_melpomene,M,2022-11-24,2022-11-24,,#N/A,,
Ple24,Melpomene plesseni,H_melpomene,M,2022-11-24,2022-11-24,,#N/A,,
Ple25,Melpomene plesseni,H_melpomene,M,2022-11-24,2022-11-24,,#N/A,,
Ple26,Melpomene plesseni,H_melpomene,M,2022-11-24,2022-11-24,,#N/A,,
Ec72,Melpomene ecuadorensis,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Ec73,Melpomene ecuadorensis,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Ec74,Melpomene ecuadorensis,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Ec75,Melpomene ecuadorensis,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Cyth42,Melpomene cythera,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Cyth43,Melpomene cythera,H_melpomene,F,2022-11-25,2022-11-25,,#N/A,,
Cyth44,Melpomene cythera,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Cyth45,Melpomene cythera,H_melpomene,M,2022-11-25,2022-11-25,3,2022-11-28,,
Cyth46,Melpomene cythera,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Cyth47,Melpomene cythera,H_melpomene,F,2022-11-25,2022-11-25,,#N/A,,
Cyth48,Melpomene cythera,H_melpomene,F,2022-11-25,2022-11-25,,#N/A,,
Cyth49,Melpomene cythera,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Cyth50,Melpomene cythera,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Cyth51,Melpomene cythera,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Cyth52,Melpomene cythera,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Cyth53,Melpomene cythera,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Cyth54,Melpomene cythera,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Cyth55,Melpomene cythera,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Cyth56,Melpomene cythera,H_melpomene,F,2022-11-25,2022-11-25,,#N/A,,
Cyth57,Melpomene cythera,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Cyth58,Melpomene cythera,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Cyth59,Melpomene cythera,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Cyth60,Melpomene cythera,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Cyth61,Melpomene cythera,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Cyth62,Melpomene cythera,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Cyth63,Melpomene cythera,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Ple27,Melpomene plesseni,H_melpomene,M,2022-11-25,2022-11-25,,#N/A,,
Cyth64,Melpomene cythera,H_melpomene,M,2022-11-26,2022-11-26,2,2022-11-28,,
Cyth65,Melpomene cythera,H_melpomene,M,2022-11-26,2022-11-26,,#N/A,,
Cyth66,Melpomene cythera,H_melpomene,M,2022-11-26,2022-11-26,2,2022-11-28,,
Cyth67,Melpomene cythera,H_melpomene,M,2022-11-26,2022-11-26,,#N/A,,
Cyth68,Melpomene cythera,H_melpomene,M,2022-11-26,2022-11-26,,#N/A,,
Cyth69,Melpomene cythera,H_melpomene,M,2022-11-26,2022-11-26,,#N/A,,
Cyth70,Melpomene cythera,H_melpomene,M,2022-11-26,2022-11-26,,#N/A,,
Cyth71,Melpomene cythera,H_melpomene,M,2022-11-26,2022-11-26,,#N/A,,
Cyth72,Melpomene cythera,H_melpomene,M,2022-11-26,2022-11-26,,#N/A,,
Cyth73,Melpomene cythera,H_melpomene,M,2022-11-26,2022-11-26,,#N/A,,
Cyth74,Melpomene cythera,H_melpomene,F,2022-11-26,2022-11-26,,#N/A,,
Cyth75,Melpomene cythera,H_melpomene,M,2022-11-26,2022-11-26,,#N/A,,
Cyth76,Melpomene cythera,H_melpomene,M,2022-11-26,2022-11-26,,#N/A,,
Cyth77,Melpomene cythera,H_melpomene,F,2022-11-26,2022-11-26,,#N/A,,
Ec76,Melpomene ecuadorensis,H_melpomene,M,2022-11-26,2022-11-26,,#N/A,,
Ec77,Melpomene ecuadorensis,H_melpomene,M,2022-11-26,2022-11-26,,#N/A,,
Ec78,Melpomene ecuadorensis,H_melpomene,M,2022-11-26,2022-11-26,,#N/A,,
Ec79,Melpomene ecuadorensis,H_melpomene,M,2022-11-26,2022-11-26,,#N/A,,
Ec80,Melpomene ecuadorensis,H_melpomene,M,2022-11-26,2022-11-26,,#N/A,,
Ple28,Melpomene plesseni,H_melpomene,M,2022-11-26,2022-11-26,,#N/A,,
Ple29,Melpomene plesseni,H_melpomene,M,2022-11-26,2022-11-26,,#N/A,,
Ple30,Melpomene plesseni,H_melpomene,M,2022-11-26,2022-11-26,,#N/A,,
Sap59,Sapho sapho,H_sapho,M,2023-01-06,2023-01-06,3,2023-01-09,,
Sap60,Sapho sapho,H_sapho,M,2023-01-06,2023-01-06,,#N/A,,
Sap61,Sapho sapho,H_sapho,M,2023-01-06,2023-01-06,,#N/A,,
Sap62,Sapho sapho,H_sapho,M,2023-01-06,2023-01-06,,#N/A,,
Sap63,Sapho sapho,H_sapho,M,2023-01-06,2023-01-06,,#N/A,,
Sap64,Sapho sapho,H_sapho,M,2023-01-06,2023-01-06,,#N/A,,
Sap65,Sapho sapho,H_sapho,M,2023-01-06,2023-01-06,,#N/A,,
Sap66,Sapho sapho,H_sapho,M,2023-01-06,2023-01-06,,#N/A,,
Sap67,Sapho sapho,H_sapho,M,2023-01-06,2023-01-06,3,2023-01-09,,
Sap68,Sapho sapho,H_sapho,F,2023-01-06,2023-01-06,3,2023-01-09,,
Sap69,Sapho sapho,H_sapho,M,2023-01-06,2023-01-06,,#N/A,,
Sap70,Sapho sapho,H_sapho,M,2023-01-06,2023-01-06,,#N/A,,
Sap71,Sapho sapho,H_sapho,F,2023-01-06,2023-01-06,,#N/A,,
Sap72,Sapho sapho,H_sapho,F,2023-01-06,2023-01-06,,#N/A,,
Sap73,Sapho sapho,H_sapho,F,2023-01-06,2023-01-06,,#N/A,,
Sap74,Sapho sapho,H_sapho,F,2023-01-06,2023-01-06,,#N/A,,
Sap75,Sapho sapho,H_sapho,M,2023-01-06,2023-01-06,3,2023-01-09,,
Sap76,Sapho sapho,H_sapho,F,2023-01-06,2023-01-06,,#N/A,,
Sap77,Sapho sapho,H_sapho,M,2023-01-06,2023-01-06,3,2023-01-09,,
Sap78,Sapho sapho,H_sapho,M,2023-01-06,2023-01-06,,#N/A,,
Sap79,Sapho sapho,H_sapho,M,2023-01-06,2023-01-06,,#N/A,,
Sap80,Sapho sapho,H_sapho,M,2023-01-06,2023-01-06,,#N/A,,
Sap81,Sapho sapho,H_sapho,M,2023-01-06,2023-01-06,,#N/A,,
